Tweet,Sentiment,Subjectivity,Date
farage i live in china and its basically been back to normal for months no businesses closed no social distancing and nobody is getting sick with corona virus very strict border controls though,-0.049226964,0.353401361,12/19/2020
cdc panel endorses moderna vaccine for americans the approval sets the stage for widespread inoculations in the united states with a second coronavirus vaccine want to know more click,0.25,0.25,12/19/2020
prime minister boris johnson imposed an effective lockdown on over million people in england and reversed plans to ease curbs over christmas saying britain was dealing with a new coronavirus strain up to more transmissible than the original,0.402840909,0.626136364,12/19/2020
activists blamed the coronavirusrelated deaths on the senate majority leader and said that the deceased americans blood is on his hands,0,0,12/19/2020
cdc director robert redfield appears to have violated the federal records act by instructing a cdc employee to destroy an email showing political interference by trump appointees in scientific reports about the coronavirus according to a crew complaint,-0.166666667,0.1,12/19/2020
recognizing day to day signs and symptoms of coronavirus via,0,0,12/19/2020
its called covid or corona virus if you want and not china virus asshole,0,0,12/19/2020
coronavirus live news nsw premier to provide update on sydney restrictions as northern beaches locked down uk tightens christmas rules,-0.00959596,0.394444444,12/19/2020
my uncle just killed himself tested him for corona he was positive so he died from corona virus per the coroner bullshit,0.013636364,0.272727273,12/19/2020
coronavirus out of control in sydney reveals she is not only corrupt but extremely incompetent managing the response confirms she is typical lnp and still no mask mandate ffs mandate mask wearing now gladys you idiot besides that pretty normal sunday,-0.202380952,0.75952381,12/19/2020
coronavirus in south africa unravelling themystery,0,0,12/19/2020
us congress weekend coronavirus relief talks hit obstacle so there was todays deadline and now a new obstacle,0.136363636,0.454545455,12/19/2020
taming the pandemic pitt virologists forge ahead with coronavirus vaccine respect for the scientists and alma mater university of pittsburgh,0,0,12/19/2020
whitty to hoc committee the coronavirus pandemic was probably already in retreat before the full lockdown was imposed this backsup phe cambridge uni analysis that r started dropping in feb,0.35,0.55,12/19/2020
cdc director robert redfield appears to have violated the federal records act by instructing a cdc employee to destroy an email showing political interference by trump appointees in scientific reports about the coronavirus according to a crew complaint,-0.166666667,0.1,12/19/2020
homeschooling during coronavirus teaching your kids to learn parenting childdevelopment,0,0,12/19/2020
coronavirus relief stimulus package is past due to americans i guess our sitting president said he could kill someone on th ave nothing would happen i guess its okay for americans to struggle and lose there life with no concern from our government official mitch mcconnell,0.041666667,0.375,12/19/2020
the month coronavirus unraveled us business,0,0,12/19/2020
israeli prime minister benjamin netanyahu was vaccinated against the coronavirus on live television saturday becoming the first israeli and one of the worlds leaders to be inoculated,0.278787879,0.561111111,12/19/2020
so coronavirus has hitched a ride to the nsw mid north coast where tens of thousands of folks are holidaying this will not end well gladyscluster,0,0,12/19/2020
coronavirus live news nsw premier to provide update on sydney restrictions as northern beaches locked down uk tightens christmasrules,-0.00959596,0.394444444,12/19/2020
how the australian open will be held in the coronavirusworld,0,0.25,12/19/2020
and what happened then well in whoville they say that the coronavirus small reach superspread three sizes that day,-0.25,0.4,12/19/2020
pain despair and poverty reach fever pitch for unemployed workerswarnockforsenateossoffforsenate stimulus bills bidenharris covidcoronavirus,0,0,12/19/2020
this is great you guys are determined to keep the the spirit of christmas going screw you coronavirus,0.8,0.75,12/19/2020
california hospitals are battling to find beds to house patients amid fears that the exploding coronavirus infection rate will exhaust resources and health care workers,0,0,12/19/2020
not to be failed at the onslaught of the coronavirus in january of sewing more confusion officially reported to the country that the pandemic was a hoax amp not to worry about it then blamed china for creating a virus to distract amp cause distress in the world,0,0.4,12/19/2020
bernie sanders concedes thats right democrats blocked coronavirus r via,0.285714286,0.535714286,12/19/2020
boris johnson is destroying our nation even mps within the conservative party are publicly criticising his draconian restrictions mp charles walker on the english coronavirus restrictions we drift further into an authoritarian coercive state boris is a tyrant and a liar,-0.05,0.141666667,12/19/2020
uk poised for tier lockdown as new coronavirus strain linked to surge in cases emerges foxnews,0.136363636,0.454545455,12/19/2020
dr luc montagnier reveals how covid is a lab accidenthe was awarded the nobel prize in medicine for the identification of aidshe currently works at university in chinathe characteristics of the new coronavirus could not have arisen naturally,0.078787879,0.418181818,12/19/2020
the inside story of how s denialmismanagement and magical thinkingled to the coronavirus pandemics dark winteras the number of covid cases in mid november surpassed those of the horrific spring doctors staged an intervention,-0.1625,0.6,12/19/2020
apple temporarily closing stores in ca and over a dozen in london coronavirus,0,0,12/19/2020
coronavirus is serious what arent public not being told aboutreading about christmas day is unbelievable profleitch suggests wearing mask also be careful serving foodamp morepeople before tier in glasgow level was rising fastampistmin shld put glasgow in lockdown,-0.170833333,0.683333333,12/19/2020
will this nightmare ever endlondon in tier people told you must not leave londonborishasfailedthenation borisjohnson tierlondon coronavirus coronavirusuk coviduk covid lockdownlunacy lockdown sundaythoughts viruscorona,0,0,12/19/2020
tories have been in charge of the coronavirus response and yes thats sixty six thousand people have died donald so maybe just show a tiny bit of humility eh,0,0.5,12/19/2020
every single season like a broken record disses ohiostate my god they are undefeated amp bg champs in a coronavirus year and while notre dame gets crushed hes stirring antibuckeye bias cmon enough with this pro sec bias buckeyenation clemvsnd,-0.134285714,0.362857143,12/19/2020
democrats had a bill in may mcconnell let it sit because coronavirus wasnt that big of a deal and the economy was getting better remember that takes both to get to the president,0.25,0.3,12/19/2020
congress needs to grow a pair and stand up for the american people the gop is way out of control and heaven forbid the people should rise up itd be all out war and with the coronavirus threat itd be worse for all no one in power is stepping up all talk but no action sick,-0.291071429,0.389285714,12/19/2020
ar surpasses total coronavirus casesnew cases deaths hospitalized ventilators active cases arnews,-0.066666667,0.675,12/19/2020
as an african american i know ill be on of the last people in america to get access to a covid vaccinethats the american way until then im trying to stay safe coronavirus tx joe,0,0.261111111,12/19/2020
i followed everything by the absolute book the first time around and now after sending my sister back to school half my family including my very disabled vulnerable auntie have had coronavirus and suffered nothing more than a bad cold see your family,-0.141851852,0.495185185,12/19/2020
certainly a questionable action coronavirus is a serious matter,-0.244444444,0.588888889,12/19/2020
what we know about the uks more infectious coronavirus strain euronews,0.5,0.5,12/19/2020
fda authorizes modernas coronavirus vaccine for emergencyuse,0,0,12/19/2020
on saturday uk prime minister boris johnson issued new restrictions throughout england in response to a new strain of the coronavirus spreading across the country experts say this new strain could be more contagious,0.227272727,0.465909091,12/19/2020
rich people are trying to skip the coronavirus vaccine line reportedly offering donations of financial world news market analysis investment scam prevention tips and more learn all there is to know about the worldnews seoul korea,0.291666667,0.416666667,12/19/2020
survival of the fittest is something we have lost because we survived the black plague and the spanish flu without being inside whats the difference between these examples and covid i would love to know why we have to stay inside now coronavirus lockdown,0.111111111,0.344444444,12/19/2020
while the uk has a new variant of the coronavirus spreading through there south africa also has a new variant different than the uks rapidly spreading through there also,0.090909091,0.503030303,12/19/2020
time to update your outdated face covering rules covid safety wearing a winter scarf simply cannot replace a mask in fight against coronavirus,-0.2,0.495238095,12/19/2020
virus video links to coronavirus coronavirus covid illness sickness deathtoll medicine pandemic,0,0,12/19/2020
china has succeeded because it was able to impose harsh restrictive measures that would be impossible to carry out in western democraciesthe reasons why china beat america in coronavirus crisis,-0.091666667,0.58125,12/19/2020
he thinks we can pray away the corona virus he thinks we have racial problems because not enough have god in their life and he thinks college players shouldnt get paid despite being the highest paid coach in the game he may win football games but hes a loser,0.133333333,0.433333333,12/19/2020
all i want for christmas is a hug from bastille and charlie barnes and a vaccine to cure the coronavirus,0,0,12/19/2020
its expected to but largely untested plus the relative degree of vaccination against the coronavirus is pretty much zero right now,0.141666667,0.427380952,12/19/2020
nd rensselaer county dies from coronavirus dec pm et,0,0,12/19/2020
by late spring after he infamously suggested people ingest bleach to cure themselves of the virus trump stopped appearing at coronavirus briefings,-0.4,0.8,12/19/2020
more babies are being born with coronavirus immunity bgr,0.5,0.5,12/19/2020
whos writing the story about how nycs public hospital system has been a huge asset in its fight against coronavirus,0.2,0.483333333,12/19/2020
request approved to shift federal coronavirus relief funds for state contingency arpx dg,0,0,12/19/2020
more babies are being born with coronavirus immunity bgr,0.5,0.5,12/19/2020
coronavirus relief package talks driving to overtime conclusion lawmakers suggested the final coronavirus relief price tag may be growing closer to trillion as democrats pushed for larger unemployment benefits food assistance payments to ho usrc,0,0.75,12/19/2020
why coronavirus is just a hard flu,-0.291666667,0.541666667,12/19/2020
years ago people believed the world was flat thats symbolic of your understanding of the coronavirus,-0.025,0.125,12/19/2020
anyone having one look at that paper immediately knows theyve been lied tothe novel coronavirus is ovet years old,0.1,0.2,12/19/2020
uk says new coronavirus variant up to more transmissible,0.318181818,0.477272727,12/19/2020
the vaccine teaches the body to make the coronavirus spike protein and then the immune system destroys it it isnt like the flu vaccine where it has a particular strain strains in the case of flu in it and bad luck if you catch another one,-0.266666667,0.5,12/19/2020
coronavirus relief package talks driving to overtime conclusion,0,0,12/19/2020
nevada agency drops fines for trump rally that violated coronavirus restrictions foxnews,0,0,12/19/2020
millions forced to cancel christmas as mutant coronavirus strain spreads in uk via,-0.3,0.2,12/19/2020
sweden king carl gustaf says country failed on coronavirus trump and his sycophants used sweden as model for trying to infect the entire us population because unless you wall off the vulnerable entirely they will get it too via,-0.25,0.5125,12/19/2020
he is not willing or able to prevent coronavirus,0.1875,0.6875,12/19/2020
how many bloody cautions does it take for you to understand reject the vaxx chicago a north suburban hospital is temporarily pausing coronavirus vaccinations after workers reported adverse reactions,-0.1,0.466666667,12/19/2020
cnn feels for her tho saying as the coronavirus pandemic drags on with unemployment still high government support dwindling and the status of future stimulus unknown landlords are sufferingemphasis mine,0.02,0.421666667,12/19/2020
this mutant strain is no different than the six other strains of coronavirus its been used as a political tool to now cancel xmas when it should have been done weeks ago cases surging xmas meetings spread scientists told politicians at start xmas should be a no go,-0.041666667,0.358333333,12/19/2020
and i think that the mass when people reach their hands in a box in grab a mask it doesnt make sense because of their hands are dirty in data during or they if they even have coronavirus it could affect the full other mass that is in year so i think that the way we are contract,-0.125,0.575,12/19/2020
coronavirusthey told yall to stay home but you didnt and,0,0,12/19/2020
coronavirus canada records its confirmed case of covid,0.4,1,12/19/2020
britain sounds alarm about mutant coronavirus strain,0,0,12/19/2020
nsw premier is due to give a coronavirus update at am,-0.125,0.375,12/19/2020
just in the netherlands to suspend travel from uk after coronavirus strand first identified in the uk was found in at least one case in the netherlands,-0.025,0.366666667,12/19/2020
stay safe wear a mask we can get through this if we get through it together well apart because we need to social distance but you get the pointcovid covid coronavirus,0.266666667,0.283333333,12/19/2020
kukreja the lockdown in spain was extremely strict in spain masks must be worn inside and outdoors despite this cases in spain skyrocketed throughout october mandatory distancingmask wearing does not work boriss tyrannical coronavirus restrictions will achieve nothing,-0.125,1,12/19/2020
how trumps denial and mismanagement led to the covid pandemics dark winter washington post coronavirus,-0.15,0.4,12/19/2020
top story overcrowded hospitals exhausted staff and a new threat why boris johnson had to act coronavirus the guardian see more,0.184090909,0.538636364,12/19/2020
i can already see this being part of a history exam question which factor has a greater effect on the coronavirus pandemic in the govt eat out to help out scheme the yoyo tier system,0.5,0.5,12/19/2020
special delivery ihaveaheart ihah ihaveaheartfoundation puritybakery partnership charity givingback helpingout livingthroughgiving livingthroughcovid covid coronavirus pandemic pandemic covidjamaica philanthropist philanthropy,0.357142857,0.571428571,12/19/2020
graham impeached philanderer tax evader bankrupted business manlied about coronaviruslied about obama birth certificatehes said many other elections were rigged,0.1875,0.4375,12/19/2020
yes the vaccine codes for the spike the variety will have the same spike because it is a coronavirus and thats a necessary part of its structure theres no reason it should not work rememenr the vaccine has no actual covid in it,0,0.408333333,12/19/2020
up coverageusers christmasus carreyunit covidunion casesuntested coronavirus,0,0,12/19/2020
your party ran a guy that told us all the corona virus was no big deal while he told a reporter he knew exactly how dangerous it was dead of the worlds covid deaths of the worlds population,-0.1375,0.4125,12/19/2020
inside a nyc school that reopened during the pandemic coronavirus news via,0,0,12/19/2020
covid logistics vaccine casestudy bbc news coronavirus trumps covid vaccine chief admits delivery mistake,0,0,12/19/2020
leaked documents show how chinas army of paid internet trolls helped censor the coronavirus,0,0,12/19/2020
really i also plan to live near osaka when i become a university studenti hope the coronavirus dies down soon,0.07020202,0.347222222,12/19/2020
new cases and new deaths in cyprus gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,0.454545455,12/19/2020
the spanish lockdown was particularly strict in spain masks must be worn inside and outdoors despite this cases in spain skyrocketed throughout october mandatory distancingmask wearing does not work boriss arbitrary coronavirus restrictions will achieve nothing,0.022222222,0.311111111,12/19/2020
united states begins rolling out the first batches of moderna coronavirus vaccine,0.25,0.333333333,12/19/2020
how looking for love has changed during the coronavirus pandemic today,0.5,0.6,12/19/2020
hope it is trueearly data released in december suggests novavax vaccine is likely to offer strong protection against covid there are even hints it may do something other vaccines have struggled with stop the coronavirus spread,0.102777778,0.702777778,1/19/2021
mark meadows is sealed in american history by telling the nation that trumps administration will do nothing to slow down the spread to of coronaviruswe are at us deaths future historians will look back at this key point in time amp ask what compelled them to do nothing,-0.075925926,0.302314815,1/19/2021
wednesdays uk front pages are split between joe bidens inauguration and coronavirus storiestomorrowspaperstoday,0,0,1/19/2021
trash till the endnow he got an hiv amp coronavirus outbreak under his belt,0,0,1/19/2021
google it april coronavirus briefing stop being so gullible that you believe all the lies trump told you,0,0,1/19/2021
us coronavirus death toll surpasses in final hours of trump presidency ktla losangeles,0,1,1/19/2021
we do not want to waste any more time on trump and his henchmen now its about saving as many american citizens lives as possible so please stand together and save american lives because both republicans or democrats can be infected with this deadly corona virus,0.085714286,0.342857143,1/19/2021
new variations of the novel coronavirus threaten to make look like the new normal,0.140909091,0.51969697,1/19/2021
covid on the eve of presidentelect joe bidens official swearingin the presidential inaugural committee hosted a memorial for victims of the coronavirus at the lincoln memorial reflecting pool in washingtondc if you didnt,0,0,1/19/2021
trumps legacy trumps delayed covid response cost american lives trumpdeathclock covid coronavirus,0,0,1/19/2021
new cases in cabo verde gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,0.454545455,1/19/2021
o johnbragg stop you are embarrassing yourselves we will not see diseases like the coronavirus come here and isnt it refreshing when contrasting it with the awful presidency of president obamakayleigh mcenany later appointed trumps th press secretary,-0.166666667,0.666666667,1/19/2021
biden at ceremony for coronavirus victims says to h our hashtag fwn freeworldnews today,0,0,1/19/2021
our news team has the latest on the coronavirus pandemic after the confirmed death toll in the us surpasses plus we have more ahead of inauguration day,0.466666667,0.8,1/19/2021
coronavirus latest us shows encouraging hospitalisation trends as uk sets daily death record uk us,0.25,0.45,1/19/2021
the worlds nutrition is limited dna needs nutrition to expand so there is a battle for nutrition between the dna who nutrition and the dna without nutrition we human beings are the bourgeoisie the new coronavirus is the proletariat to rise up against,0.021645022,0.232467532,1/19/2021
lori marie key a detroit nurse who went viral for singing the song at her hospital gave an emotional rendition at the inauguration eve memorial for coronavirus victims,0,0.825,1/19/2021
coronavirus germany extends covid lockdown until february,0,0,1/19/2021
covid uk records more coronavirus deaths highest on single day since outbreak began sky news,0.214285714,0.357142857,1/19/2021
todays coronavirus news three provinces in canada pausing firstdose vaccinations over pfizer shortage ontario hospitals get triage protocols as icuss fill up,0,0,1/19/2021
when the lady was asked how many face masks she apparently said loveaustralian open coronavirus quarantine hotels discarded ppe found outside neighbours homes,0.1375,0.35,1/19/2021
easter sunday is the th april if there is a warm weekend prior to then i suspect the lockdown will be declared over by the publiccovid coronavirus lockdown lockdown,0.3,0.3,1/19/2021
the us reached the grim milestone of coronavirus deaths on tuesday according to the johnshopkinsuniversity with the national case count topping million the death toll across the us rose to,-0.2,0.975,1/19/2021
starting tomorrow the coronavirus deaths will stop due to an executive order of president joe biden,-0.0625,0.2375,1/19/2021
donald saidyou wont hear anything about coronavirus after the electionbut todays us death totalhe ignoresthe daily moms dads amp kidsbody countscaused by his incompetencein directing thecrisis responsesadly they are gone ampcan no longer speak outhowever we can,0,0,1/19/2021
china rushes to build coronavirus quarantine center for as it battles local outbreaks,-0.05,0.05,1/19/2021
you have been lied to so often by your cult leader that you cant accept the truth he said it and actually admits to saying it but now claims he was being sarcastic he said it at the april coronavirus briefing google it and you will find it,0.05,0.45,1/19/2021
athomas different virus type yes its a coronavirus but not even remotely the same sub type,-0.033333333,0.308333333,1/19/2021
coronavirus came to india because of namastetrump,0,0,1/19/2021
happy birthday to dolly parton the real head of the coronavirus task force,0.5,0.65,1/19/2021
the us just hit coronavirus deaths which comes out to nearly deaths every square mile via bestpresidentever bestpresidentever,0.1,0.4,1/19/2021
hidalgo county setting up its first drivethru vaccination clinic rgv vaccineswork covid coronavirus vaccination,0.25,0.333333333,1/19/2021
glenn county continues scheduling coronavirus vaccine clinics as demand far outweighs supply,0.1,1,1/19/2021
thousands of israelis tested positive for coronavirus after first vaccine shot,0.238636364,0.439393939,1/19/2021
paddy doherty admits he saw death and thought he was a goner during battle with coronavirus,0,0,1/19/2021
breakingnews at the national mall joe biden jill biden kamala harris and doug emhoff take time to remember the that have died from the coronavirus,0,0,1/19/2021
pence thank you vice president pence for your many years of service to our government and your service and your years as vp of our nation during many tough days of coronavirus and the crazy times and your efforts to support president trump through these crazy times,-0.117777778,0.726666667,1/19/2021
wow this was poignantpresidential inaugural committee memorial for victims of the coronavirusthank you my profound condolences to all who are grieving the loss of souls to covid,0.091666667,1,1/19/2021
let pray i dont have covid still coronavirus ihatecovid killme,0,0,1/19/2021
how is it even possible for trumpty to make a final speech as he just did wout batting an eyelid all the claims of a secure economy no poverty or unemployment or hardship amp grief after suffering the coronavirus wout any govt support please help me factchecking these yrs,-0.1,0.7,1/19/2021
covid the first realworld analysis of pfizerbiontech coronavirus vaccine suggests its matching its performance in clinical trialsbut raises serious questions about uks decision to delay second doseboris and the coronaservatives strike again,-0.027777778,0.333333333,1/19/2021
the us just hit coronavirus deaths which comes out to nearly deaths every square mile via,0.1,0.4,1/19/2021
the world health organization acted too slowly in sounding the alarm in the early stages of the coronavirus pandemic it also blamed world leaders,-0.1,0.35,1/19/2021
you were the head of the coronavirus task force there are now over k dead because of your incompetence and that will forever be your legacy,-0.2,0.4,1/19/2021
tampa bay school districts to get coronavirus vaccines for older staffpinellas is starting its effort this week hillsborough and pasco schools are working on similar arrangements tampa bay times,0.055555556,0.277777778,1/19/2021
coronavirus in the us where cases are growing and declining,0,0,1/19/2021
of dutch coronavirus infections last week tied to b mutation,0,0.066666667,1/19/2021
coronavirus vaccines in oklahoma what you should know,0,0,1/19/2021
victoria goes days with no new local coronavirus cases,-0.034090909,0.227272727,1/19/2021
justin rep raul ruiz dcalif announced tuesday he has tested positive for the coronavirus this comes after rep ruiz took part in the electoral college certification in washington dc where the deadly capitol riots took place,0.013636364,0.472727273,1/19/2021
members of the coronavirus task force hold a press briefing youtube posted with expressshare button one click sharing with optional tagline to multiple social media sites simultaneously,0.016666667,0.033333333,1/19/2021
companies like microsoft apple and google are interested in vaccine or immunization passports to help reopen the economy you may have to prove your immunity to coronavirus before attending an event or entering a building at some point soon,0.25,0.5,1/19/2021
coronavirus vaccine live updates heres what to know in north carolina on jan,0.136363636,0.5,1/19/2021
protesters tear gas and a bible surreal minutes in dc plus how iceland beat coronavirus and more apple news spotlight,0.375,0.75,1/19/2021
pat gina tulingan conducted coronavirus awareness response and empowerement to the youth of pob gangal sallapadan abra which discussed the health protocols to lessen the spread of virusteampnp weserveandprotect pnpkakampimo,0,0,1/19/2021
every covid negationist must watch thisthen everyone ignoring the rules against coronavirusand then everyone elseas these heroic workers recurrently say its frighteningshocking but indispensable report sadly thanks,0.433333333,0.666666667,1/19/2021
two returned travellers from us test positive to coronavirus in gold coast hotel quarantine abc news via,0.227272727,0.545454545,1/19/2021
tampa bay school districts to get coronavirus vaccines for older staff,0.166666667,0.333333333,1/19/2021
no the coronavirus did not do that the measures didand they did so by designscamdemic,0,0,1/19/2021
focus amp feel good at age during coronavirus quarantine via,0.7,0.6,1/19/2021
the coronavirus mutation first identified in south africa last year is more contagious than previous strains according to the countrys top scientistscoronavirus newstrain scientists forbes,0.216666667,0.313333333,1/19/2021
extremely concerned health minister tyler shandro says alberta government frustrated to learn canada wont be getting any shipments of the pfizer vaccine in the last week of january coronavirus,-0.275,0.422222222,1/19/2021
cinemas and churches banned temporarily but sports on the big screen sportsbiz bcpoli coronavirus,0,0.1,1/19/2021
if i dont get coronavirus after all this i will be immortal,0,0,1/19/2021
via the trump administration seemed to believe a vaccine would solve the coronavirus problem freeing president trump and his advisers of governance but vaccines dont save people vaccinations do the trump administration had it backward,0,0,1/19/2021
it only took a years dead americans and a new presidenti wonder whyrhetorical questionbiden harris remember coronavirus victims with vigil at lincoln memorial by john wagner colby itkowitz and felicia sonmez,-0.021212121,0.618181818,1/19/2021
update coverageup capitolus clareultra crawleyuse coronavirususers cdcunveiling coviduniversity cruz,0,0,1/19/2021
covaxin the countrys first indigenous vaccine against the coronavirus has been in the eye of the storm writes amita shah covidvaccine,0.25,0.333333333,1/19/2021
alert exarmy captain now part of proud boys charged in capitolriot global pandemic news coronavirus covid protests,0.4,0.5,1/19/2021
im definitely not believing a team of fucking economics who have no clue about coronavirus,-0.3,0.65,1/19/2021
or if coronavirus hadnt happened,0,0,1/19/2021
there are now thousands of strains of this corona virus more every single dayare you sure you are an md,0.30952381,0.534391534,1/19/2021
after tomorrow joe biden can officially call china to thank them and tell them that to coronavirus workedwhat a world we live injoebidenillegitimatepresident,0.136363636,0.5,1/19/2021
what happened to that coronavirus task force,0,0,1/19/2021
lockdowns worked in australia and now the country stands almost alone as the only developed nation to have halted the spread of coronavirus,0.05,0.65,1/19/2021
wisconsin us coronavirus update utc usa health,0,0,1/19/2021
coronavirus saliva test game changer for philippine pandemic response exhealth secretary,-0.4,0.4,1/19/2021
who flew with phs coronavirus variant patient zero test positive for covid,0.227272727,0.545454545,1/19/2021
pence what happened to that coronavirus task force,0,0,1/19/2021
as the uks coronavirus crisis worsens londons mortuaries struggle to keep up,0,0,1/19/2021
as the uks coronavirus crisis worsens londons mortuaries struggle to keep up,0,0,1/19/2021
this is certainly a legacyus coronavirus death toll tops during donald trumps final hours in office abc news,0.107142857,0.785714286,1/19/2021
coronavirus updates us surpasses deathsbiden invites the country to mourn together,0,0,1/19/2021
this country is an absolute joke dont have any money because you lost your job to coronavirus and are k behind in rent take out a loan,-0.1,0.8,1/19/2021
tonights business meeting of the board of commissioners begins in minutesagenda livestream bocc will honor dr kizzmekia corbett for her role in developing coronavirus vaccine and consider efland station project,0,0,1/19/2021
put down the phone you dont need to be constantly consuming coronavirus coverage find other ways to cope with your anxieties here,-0.093518519,0.332407407,1/19/2021
maryland counties urge patience as requests from residents for coronavirus vaccines soar,0,0,1/19/2021
leaked documents show how chinas army of paid internet trolls helped censor the coronavirus propublica,0,0,1/19/2021
us coronavirus death toll passes as biden prepares to take office,0,0,1/19/2021
how did you work out million shall we just continue making average people poorer while the rich get richer instead its called corona virus or do you just puppet everything your master says,0.1125,0.575,1/19/2021
only if mcconnell agrees to allow dcpr statehood new voting rights legislation immigration legislation coronavirus legislation and oh hell lets add in court expansionreform legislation to pass with a bare vote majority,0.062121212,0.518181818,1/19/2021
they doing all this stuff for coronavirus victims but no financial aid no shutdowns no organized vaccine roll out just vibes,0,0,1/19/2021
the official acknowledged it had been typical in the past to provide the office space but said millers role as acting secretary along with reduced staffing because of the coronavirus pandemic made it inappropriate,-0.138888889,0.25,1/19/2021
between the coronavirus and whatever happens tomorrow the world is just cleaning itself up and making it my playground,0,0,1/19/2021
presidentelect joe biden sought to start soothing a nation that has suffered coronavirusrelated deaths during a sunset ceremony on the steps of the lincoln memorial just hours before he will be sworn in as president trumps successor enmnews,0,0,1/19/2021
florida reports coronavirus resident deaths new cases,0.136363636,0.454545455,1/19/2021
piers i hope you watched the coronavirus documentary tonight,0,0,1/19/2021
coronavirus live news germany extends partial lockdown as uk suffers record daily covid deaths,-0.140909091,0.375,1/19/2021
md covid vaccinationbycounty coronavirus maryland department of health,0,0,1/19/2021
stfu dt ur uncle dont want to give a chance for young players thank to coronavirus e were able to see esr,0.3,0.5125,1/19/2021
ahhh thats not too awful i had arm ache and a slight temperature for a few days after i had a flu shot in october last year flu is a coronavirus too so maybe ill get lucky again when they get round to my group this spring or summer,-0.247619048,0.50952381,2/19/2021
tell me why this is the exact place the coronavirus was made,0.25,0.25,2/19/2021
s broadcast live our news team has the latest on the coronavirus pandemic after pres biden tours a covid vaccine manufacturing site in michigan,0.318181818,0.7,2/19/2021
coronavirus being a thingfortnite kids living in the same house and doing daily challenges,0,0.0625,2/19/2021
the latest on the coronavirus pandemic and vaccines,0.5,0.9,2/19/2021
the coronavirus is here to stay heres what that means,0,0,2/19/2021
is celebrities singing imagine the coronavirus eras let them eat cake particularly inspired by s angry tweet about the imagine video,-0.166666667,0.666666667,2/19/2021
a guide to balancing work and leisure if youre feeling more distracted than ever fridayvibes fridaythoughts friday career jobs work workingfromhome workout business humanresources coronavirus covid corona pandemic pandemia,0.5,0.5,2/19/2021
baker urges businesses to think about future of work as coronavirus pandemic ends,0,0.125,2/19/2021
this week dropped by s new modesto family pet to talk about how amidst all the chaos of coronavirus we can make sure were taking care of out pets take a watch from,0.318181818,0.671717172,2/19/2021
daily wyoming coronavirus update new cases new recoveries wyomingnews,0.090909091,0.303030303,2/19/2021
are you paying attention contribution to just before being named a coronavirus vaccine location contribution to the trump january th insurrection publix florida,0,0,2/19/2021
daily wyoming coronavirus update new cases new recoveries wyoming news,0.090909091,0.303030303,2/19/2021
watch live our news team has the latest on the coronavirus pandemic after pres biden tours a covid vaccine manufacturing site in michigan,0.318181818,0.7,2/19/2021
new cases and new deaths in the united states gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,0.454545455,2/19/2021
cannabis is herbal medicine amp fits wellness model better than disease model many conditions related to poor homeostasis balance among bodily systems can be alleviated via cannabis ampor cbd usedisease models work best when an active pathogen like corona virus is the cause,0.245833333,0.475,2/19/2021
two women who dressed up to make themselves appear as older adults to get coronavirus vaccinations were turned away and issued trespass warnings in orlando fla officials said,0.166666667,0.333333333,2/19/2021
coronavirus briefing slogs empathy pushback pr publicrelations prweek,0,0,2/19/2021
pfizer ceo albert bourla said today that the company was adding suppliers and expanding it manufacturing capacity to ramp up production of the pfizerbiontech coronavirus vaccine,0,0,2/19/2021
germany is donating an additional billion to boost the rollout of coronavirus vaccines in the worlds poorest countries its finance minister says increasing an earlier contribution of million,0,0.5,2/19/2021
pfizer ceo albert bourla said today that the company was adding suppliers and expanding it manufacturing capacity to ramp up production of the pfizerbiontech coronavirus vaccine,0,0,2/19/2021
opinion we already went big on coronavirus relief more of the same wont solve the problem the washington post,0.166666667,0.241666667,2/19/2021
matt hancock withheld this information from parliament before the coronavirus act was passed michael o bernicia is trying to get hancock tried for pandemic fraud for this reason,0,0,2/19/2021
million americans are still offline its time to bridge the digital divide fridayvibes fridaythoughts friday career jobs work workingfromhome workout business humanresources coronavirus covid corona pandemic pandemia,0,0,2/19/2021
great news for our veteransveterans of all ages can now receive the coronavirus vaccine at the new orleans veterans medical center authorities said friday,0.209090909,0.326136364,2/19/2021
president alberto fernndez asked argentinas health minister to resign after a wellknown local journalist said he had been given a coronavirus vaccination preferentially after requesting one from the minister from by rey,0,0,2/19/2021
severe weather delays coronavirus vaccine distribution in va md,0,0,2/19/2021
weve gotten great feedback about our plan your vaccine website designed by nbc news to help you navigate when and where you can receive a coronavirus vaccine you can check it out for yourself here gtgt ltlt planyourvaccine workingyou,0.8,0.75,2/19/2021
pfizer ceo albert bourla said today that the company was adding suppliers and expanding it manufacturing capacity to ramp up production of the pfizerbiontech coronavirus vaccine axios,0,0,2/19/2021
weekly update how coronavirus is affecting one woburn area nursing home,0,0,2/19/2021
its friday night youre the pizza hut buffet is waiting for you and youre going to blockbuster after no coronavirus life is good,0.7,0.6,2/19/2021
great idea keep your eye on coronavirus economic recovery caresact eidl k grant just like st round of stimulus cc american people have been treated like rolling stock fixed assets since,0.18,0.31,2/19/2021
